順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
75,ヒロアカ 死んだキャラ,30200,50,2.501,-1.371,40,60,13,32,30,16,6,2,1
76,ベストジーニスト,27100,50,2.702,0.066,33,67,11,19,19,21,17,9,4
77,ミッドナイト,21900,50,2.832,-0.529,46,54,11,15,14,15,15,12,18
78,ワンフォーオール,21100,50,2.908,-3.057,62,38,9,19,25,25,13,6,3
79,プルスウルトラ,20900,50,2.827,-0.526,51,49,10,24,27,22,11,4,2
80,葉隠透,17700,50,3.178,-4.832,63,37,19,30,29,15,4,1,2
81,ホークス ヒロアカ,15200,50,3.155,-1.224,26,74,12,32,32,16,5,2,1
82,ニス,14300,50,3.302,-0.185,59,41,4,7,10,17,20,20,22
83,相澤消太,12000,50,3.546,-8.924,21,79,22,32,24,12,6,2,2
84,スターアンドストライプ,8200,50,3.885,-0.344,57,43,11,30,29,17,8,3,2
85,ギガントマキア,6200,50,4.109,0.036,65,35,16,38,24,12,6,3,1
86,ミッドナイト ヒロアカ,6200,50,4.015,-0.347,52,48,11,35,32,14,4,2,2
87,ラブラバ,5800,50,4.27,-10.885,50,50,13,34,31,13,5,2,2
88,心操人使,5800,50,4.132,-5.975,26,74,21,33,26,12,5,2,1
89,捨印,5600,50,4.16,0,52,48,1,16,27,25,16,9,6
90,物置,67900,40,1.518,-25.135,66,34,0,4,18,24,22,17,15
91,センターパート,66500,40,1.563,6.259,71,29,22,27,25,17,6,2,1
92,ポリプロピレン,66300,40,1.563,17.921,49,51,3,7,15,21,22,17,15
93,学マス,64700,40,1.552,-75.868,68,32,16,37,27,10,6,2,2
94,雨宮天,63600,40,1.564,-6.957,78,22,9,22,25,20,14,6,4
95,第五人格,63200,40,1.639,-39.739,47,53,22,25,20,17,10,3,3
96,着せ恋,62900,40,1.599,-4.668,64,36,10,24,29,19,12,4,2
97,ステッカー,61600,40,1.592,44.728,46,54,6,11,15,22,20,14,12
98,ヴァロラント,61200,40,1.628,23.305,67,33,19,30,23,16,8,2,2
99,フェンス,61000,40,1.552,-8.609,56,44,1,4,13,19,23,20,20
100,胡蝶しのぶ,60800,40,1.585,-74.622,51,49,12,14,22,26,16,6,4
101,1番くじ,59300,40,1.518,-38.152,41,59,6,21,34,25,9,3,2
102,カグラバチ,58300,40,1.603,2.351,64,36,9,25,26,24,11,3,2
103,リスペクト,58200,40,1.675,-22.955,51,49,2,3,4,9,17,22,43
104,スタイロフォーム,58200,40,1.548,11.369,73,27,1,5,14,24,28,18,10
105,白湯,58100,40,1.757,0.024,45,55,4,10,17,22,20,13,14
