順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
315,018サポート,80300,30,1.728,24.558,37,63,1,4,31,41,17,3,3
316,折り紙 ハート,80100,30,1.756,41.191,16,84,2,8,34,30,10,9,7
317,モンテッソーリ教育,80000,30,1.815,-39.633,20,80,1,8,23,22,17,18,11
318,学習障害,79800,30,1.748,-9.014,23,77,3,6,17,34,20,11,9
319,クロベタゾン酪酸エステル軟膏,79500,30,1.865,7.489,21,79,1,8,23,25,18,13,12
320,ジュニアシート いつから,78400,30,2.034,-22.521,25,75,0,7,49,24,6,10,4
321,既往歴とは,78400,30,1.798,75.878,33,67,2,12,14,22,25,16,9
322,りんどう湖ファミリー牧場,78000,30,1.73,31.42,38,62,1,6,29,34,14,10,6
323,癇癪とは,77700,30,1.975,0.004,27,73,7,22,30,19,10,7,5
324,パウパトロール キャラクター,77100,30,1.976,122.161,25,75,1,8,37,25,9,14,6
325,パンパース,76900,30,1.933,-2.7,25,75,1,11,38,21,11,12,6
326,コキンちゃん,76900,30,1.757,59.311,31,69,6,14,33,21,12,10,4
327,ブランシェス,76600,30,1.92,48.486,8,92,0,4,43,37,7,5,4
328,アンパンマンミュージアム 横浜,75600,30,2.018,0.893,24,76,3,15,45,19,7,8,3
329,ジャムおじさん,75300,30,1.908,64.323,35,65,3,8,21,21,20,17,10
330,滲出性中耳炎,72100,30,2.055,21.54,21,79,2,8,26,28,15,12,9
331,ファンタジーキッズ リゾート,71600,30,1.988,-132.92,30,70,1,4,38,39,7,7,4
332,ハッピーセット 次回,71000,30,2.076,-81.728,21,79,1,4,44,41,5,3,2
333,アミュプラザ鹿児島,71000,30,1.921,-14.099,34,66,3,10,16,28,24,13,6
334,特別児童扶養手当,70600,30,1.857,-8.835,24,76,1,4,26,44,17,5,3
335,adhd 子供,69600,30,1.867,88.668,14,86,1,3,29,38,12,9,8
336,ルシェロホワイト,68300,30,2.025,-2.424,16,84,1,9,20,30,26,10,4
337,rsウイルス おとな,68200,30,1.984,-81.24,23,77,0,7,25,18,17,21,12
338,結膜炎 うつる,67000,30,2.053,-27.881,26,74,2,12,32,26,14,9,5
339,カレーパンマン,66000,30,1.96,6.187,32,68,4,13,36,23,10,9,5
340,潮干狩り,64600,30,1.92,31.215,46,54,2,6,25,35,15,9,8
341,コンビ チャイルドシート,63200,30,2.24,-5.961,31,69,0,11,47,16,6,15,5
342,マールマール,62900,30,2.126,12.066,9,91,0,13,53,17,7,8,2
343,アンパンマンミュージアム 名古屋,62200,30,2.081,-36.527,27,73,1,14,49,18,7,8,3
344,仙台うみの杜水族館,60200,30,2.059,-85.348,34,66,4,16,26,25,14,9,6
345,キャップスクリニック,59400,30,1.99,24.365,19,81,1,5,33,40,12,5,4
346,リトミックとは,57200,30,2.176,-3.136,27,73,1,10,29,18,10,14,18
347,とびひ 画像,56000,30,2.16,6.586,21,79,1,4,25,33,16,12,9
348,パウパトロール 映画,55500,30,2.296,-26.107,29,71,0,4,47,34,5,6,4
