順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
97,遠近両用コンタクトレンズ ハード,6300,220,2.857,0.02,22,78,1,1,0,15,59,19,5
98,メニコン 遠近両用コンタクト,4900,210,3.088,4.858,20,80,0,0,1,9,53,31,6
99,コンタクト 度数 視力 一覧,19100,200,1.663,1.651,21,79,13,27,23,24,10,2,1
100,眼鏡 安い店,19000,200,1.659,3.893,47,53,1,11,16,26,27,11,8
101,コンタクト 目薬,13400,200,2.042,4.662,33,67,13,26,23,21,12,3,2
102,コストコ コンタクト,12800,200,2,0.049,20,80,1,8,22,37,26,4,2
103,エアオプティクス,9800,200,2.326,0.001,24,76,2,13,19,31,25,8,2
104,遠近両用コンタクトレンズ 乱視,6900,200,2.626,1.432,19,81,0,1,1,20,57,17,4
105,ドンキホーテ コンタクトレンズ,6100,200,2.777,0.005,45,55,3,16,20,33,21,5,2
106,スポーツメガネ,10300,190,2.134,-4.952,62,38,3,6,16,40,23,8,4
107,コンタクト アイシティ,9500,190,2.311,2.775,28,72,3,17,24,29,20,5,2
108,1day コンタクト,6900,190,2.626,0.135,33,67,5,14,16,26,26,9,4
109,コンタクト 乱視用,6600,190,2.687,0.238,32,68,4,21,26,30,14,3,2
110,視力検査表,18300,180,1.641,-3.078,58,42,2,4,5,10,16,24,39
111,コンタクトアイシティ,12400,180,1.952,0.02,25,75,3,19,19,27,23,6,3
112,アイシティ クーポン,8400,180,2.354,0.039,28,72,1,7,19,33,28,8,4
113,ジンズ コンタクト,7300,180,2.484,0.025,29,71,2,10,19,38,25,5,1
114,ソフトコンタクト 外し方,5200,180,2.808,3.905,25,75,2,3,4,24,40,19,8
115,視力回復 施術,14300,170,1.738,0.001,45,55,2,10,17,28,26,10,7
116,八重洲コンタクト,11800,170,1.927,-0.006,28,72,1,3,7,31,38,14,6
117,コンタクト diaとは,10100,170,2.138,1.418,29,71,6,19,22,30,19,3,1
118,ソフトコンタクト 取れない,8700,170,2.242,1.338,18,82,2,4,6,25,40,16,7
119,プロクリアワンデー,7300,170,2.464,0.003,25,75,3,18,16,27,26,7,3
120,シードワンデーピュア,7300,170,2.453,0.045,19,81,3,12,11,27,34,9,4
121,コンタクト処方箋,6400,170,2.585,0.021,27,73,3,16,15,30,28,6,2
122,アルコン,6000,170,2.609,0.011,45,55,3,8,16,25,29,12,7
123,pwr コンタクト 度数表,5900,170,2.642,0.123,33,67,2,13,15,29,27,10,4
124,眼科 コンタクト処方 値段,5500,170,2.71,0.003,25,75,5,26,20,28,16,4,1
125,ハードコンタクト 値段,4000,170,3.038,0.01,28,72,3,9,15,25,25,15,8
126,ドンキ コンタクト,12200,160,1.906,0.044,32,68,7,32,24,22,12,2,1
127,メルスプラン 解約,11300,160,1.956,0.005,25,75,1,15,17,23,30,11,3
128,メニコン 店舗,7900,160,2.356,0.126,33,67,1,8,10,19,29,24,9
129,ホヤワンプレミアム,7500,160,2.371,0.447,26,74,5,13,17,32,27,4,2
130,アクアロックス 2week,7500,160,2.368,0.723,28,72,6,16,15,32,25,5,1
131,クーパービジョン one day,6900,160,2.421,0.002,19,81,2,9,11,26,36,11,5
132,2ウィークコンタクト,6300,160,2.503,0.002,25,75,6,11,12,30,30,9,2
133,遠近両用コンタクト,6100,160,2.585,0.011,25,75,1,2,1,24,52,16,4
134,アキュビューオアシスmax,5300,160,2.702,0.005,33,67,1,5,13,26,35,15,5
135,コンタクトのアイシティ,13800,150,1.73,0.018,26,74,6,30,26,19,13,4,2
136,円錐角膜,11800,150,1.854,0.49,37,63,3,13,15,23,24,13,9
137,コンタクトbcとは,6800,150,2.38,0.672,26,74,7,16,14,27,26,8,2
138,ハードコンタクト,5500,150,2.611,-0.006,27,73,6,15,18,27,23,7,4
139,プレミオ コンタクト,5300,150,2.642,0.487,21,79,6,14,11,28,32,7,2
140,レンズオフ,4300,150,2.859,0.011,36,64,2,14,14,23,30,11,6
141,seed コンタクト,4200,150,2.906,0.31,32,68,4,12,12,22,29,14,7
142,コンタクトレンズ 通販処方箋なし,2500,150,3.349,0,26,74,2,4,8,28,39,14,5
143,眼内コンタクトレンズ,13600,140,1.631,-0.034,34,66,1,9,20,24,23,14,9
144,コンタクト 取れない時,11600,140,1.84,6.038,29,71,12,26,22,21,15,3,1
145,クリアデュー,9400,140,1.997,6.963,22,78,5,15,14,29,26,8,3
146,ドライアイ コンタクト,9000,140,2.064,0.229,17,83,6,18,20,29,19,6,2
147,ハードコンタクト 取れない時,6600,140,2.39,0.979,21,79,2,3,4,21,38,23,9
148,jins コンタクト,6400,140,2.343,0,33,67,1,19,23,33,17,4,3
149,シティコンタクト,6300,140,2.389,0.001,33,67,2,10,15,28,30,10,5
150,中央コンタクト 店舗,5400,140,2.548,0.004,31,69,2,12,12,26,31,13,4
151,ワンデーピュアうるおいプラス,5200,140,2.592,0.088,27,73,3,15,13,29,31,7,2
152,遠近両用コンタクトレンズ 口コミ,4700,140,2.696,-0.031,18,82,0,1,1,17,57,20,4
153,アルコン 遠近両用,3500,140,3,1.058,16,84,1,0,0,7,51,32,9
154,遠近両用コンタクトレンズ 度数,3300,140,3.013,0.253,24,76,1,1,0,18,55,22,3
155,オークリー メガネ,9800,130,1.793,14.666,88,12,1,6,14,26,31,16,6
156,ハートアップ オンライン,9000,130,1.947,0.016,21,79,3,15,20,30,23,7,2
157,ツーウィーク コンタクト,7100,130,2.221,0.767,23,77,13,17,17,27,21,4,1
158,ホヤワン コンタクト,6800,130,2.263,0.075,19,81,9,21,22,33,11,2,2
159,強度近視 メガネ,6200,130,2.32,0.305,27,73,1,7,15,30,29,13,5
160,コンタクト pwrとは,5800,130,2.411,3.868,38,62,3,21,21,27,22,4,2
161,ジョンソンエンドジョンソン コンタクト,5000,130,2.512,0.871,26,74,3,9,19,26,28,11,4
162,ホヤワンルミナス,4600,130,2.669,0.143,24,76,4,12,14,35,27,5,3
163,レンズスピード,3500,130,2.878,0.016,36,64,2,12,14,27,31,11,3
164,加入度数とは,2900,130,3.118,0.366,38,62,1,3,3,18,49,20,6
165,初めてのコンタクトレンズ,2700,130,3.117,0,35,65,4,7,11,36,35,4,3
166,コンタクトレンズ 通販 ワンデー,2600,130,3.159,0.004,24,76,2,8,8,30,32,14,6
167,メガネ安い店ランキング,11700,120,1.644,0.001,42,58,2,8,12,23,32,15,8
168,ひまわり眼科,10300,120,1.718,0.698,25,75,4,9,17,30,24,10,6
169,眼鏡 処方箋,9900,120,1.764,-0.911,36,64,2,10,15,35,24,8,6
170,日本眼科学会,7400,120,2.106,11.091,47,53,1,4,9,17,26,24,19
