順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
247,性行為後 下腹部痛,9400,60,1.804,75.955,6,94,12,48,27,9,3,0,1
248,何もかもうまくいかない,9400,60,1.74,1.653,25,75,6,17,20,28,20,6,3
249,丸顔,9300,60,1.806,-43.764,35,65,20,28,21,16,9,4,2
250,恋愛心理テスト,9200,60,1.815,1.449,30,70,52,29,6,7,4,1,1
251,陰部モデル,9100,60,1.851,-8.776,21,79,31,31,15,10,8,3,2
252,恋愛 占い,8500,60,1.953,19.89,16,84,24,47,16,7,4,1,1
253,ほんへ,8400,60,2.024,89.835,43,57,63,24,5,4,2,1,1
254,耳くそ,8100,60,1.931,12.419,51,49,5,12,23,26,17,9,8
255,キャンマジ 3番,8000,60,2.117,-79.157,8,92,56,24,7,9,3,0,1
256,bカップ,7900,60,1.969,18.252,55,45,22,28,21,14,10,3,2
257,ケトン臭,7900,60,1.903,25.309,34,66,3,12,20,24,23,13,5
258,ポッキー相性占い,7800,60,1.959,-21.81,8,92,76,12,2,6,3,0,1
259,履歴書 バイト,7400,60,2.169,-7.221,31,69,45,37,5,6,6,1,0
260,足ピン,6700,60,2.146,-43.752,49,51,25,25,19,15,9,4,3
261,耳垢 くさい,6700,60,2.132,5.204,39,61,5,19,28,27,14,4,3
262,耳垢 臭い,6500,60,2.255,-4.033,38,62,4,19,29,28,13,5,2
263,perspirex,6200,60,2.219,-0.005,31,69,5,15,22,26,21,7,4
264,足が臭い,5900,60,2.174,50.464,41,59,3,19,22,26,19,8,3
265,股が臭い,5800,60,2.328,0.934,22,78,7,17,18,26,21,8,3
266,脇の臭い対策,5200,60,2.439,0.031,35,65,7,16,25,29,16,4,3
267,すそが 匂い,5100,60,2.505,-0.003,24,76,11,29,23,19,12,4,2
268,オドレミン 危険性,4900,60,2.456,0,20,80,2,7,15,32,30,10,4
269,パトム,4800,60,2.569,1.594,23,77,8,20,25,21,17,7,2
270,ノアンデ ヤバ過ぎる,4700,60,2.514,-0.001,10,90,1,7,21,36,23,9,3
271,脇 酸っぱい匂い 原因,4600,60,2.48,0.002,26,74,13,33,28,17,7,1,1
272,デオナチュレ クリスタルストーン,4500,60,2.525,0.039,20,80,4,15,27,27,16,7,4
273,子供 脇が臭い 対策,4500,60,2.524,0.017,18,82,0,0,27,60,10,2,1
274,パースピレックス 乳がん,4400,60,2.568,0.025,14,86,4,15,22,29,22,6,2
275,イクスピアリ プリクラ,11200,50,1.696,25.699,6,94,48,39,4,5,3,1,0
276,ラブベリ展,10500,50,1.695,-91.656,11,89,1,70,10,7,9,2,1
277,白ハートの意味,10300,50,1.655,64.199,52,48,55,21,6,8,7,2,1
278,職歴 アルバイト,10100,50,1.694,-20.465,32,68,17,52,12,9,7,2,1
279,茶色いおりもの,10100,50,1.677,24.985,5,95,10,39,26,15,6,3,1
280,歯が黄色い,10100,50,1.666,42.906,34,66,11,22,21,22,15,5,4
281,whoo 位置情報オフ,10000,50,1.776,17.533,35,65,38,32,5,11,11,2,1
282,lizlisa,10000,50,1.76,-63.913,13,87,40,29,12,10,6,2,1
283,背ネーム,10000,50,1.704,-0.341,33,67,81,6,2,5,4,1,1
284,生理中 性行為,9900,50,1.732,27.817,24,76,13,55,20,8,2,1,1
285,ギャル霊媒師,9900,50,1.653,-2.269,20,80,8,18,27,23,16,5,3
286,ヒロアカ オープンスクール,9800,50,1.736,-78.091,12,88,16,43,23,11,5,1,1
287,アニカフェ,9800,50,1.695,3.122,5,95,7,34,34,14,6,3,2
288,スタバ ほうじ茶,9800,50,1.66,-26.402,19,81,8,36,33,13,6,3,1
289,生理 症状,9700,50,1.753,5.616,28,72,23,41,20,10,4,1,1
290,一禅堂,9600,50,1.698,36.64,6,94,80,13,1,3,2,0,1
291,タバコ 吸い方,9600,50,1.694,7.115,45,55,20,59,12,4,2,1,2
292,足痩せ,9600,50,1.694,-54.147,13,87,17,19,22,24,12,3,3
293,キスマ,9600,50,1.685,88.519,30,70,43,38,7,6,4,1,1
294,アンニョン,9600,50,1.671,-0.879,33,67,8,20,18,20,19,9,6
295,ハニホー診断,9600,50,1.66,-68.756,13,87,37,38,14,5,4,1,1
296,タンゴスタ,9500,50,1.672,-44.503,41,59,78,5,1,5,4,1,6
297,葛葉 前世,9500,50,1.647,-5.266,20,80,21,33,25,11,6,2,2
298,マーティンキム 財布,9400,50,1.806,2.841,9,91,31,37,9,10,10,2,1
299,運命星,9400,50,1.788,-24.596,17,83,5,55,27,7,3,2,1
300,二重埋没,9400,50,1.752,6.423,14,86,19,31,16,14,14,4,2
301,ハロウィンコスプレ,9400,50,1.731,-24.035,25,75,15,32,17,16,12,5,3
302,ロマプリ,9400,50,1.696,25.189,5,95,24,33,17,13,8,3,2
303,喉かゆい,9200,50,1.767,61.341,16,84,20,27,22,16,10,3,2
304,アフターピル 出血,9200,50,1.734,-14.724,11,89,7,51,23,14,3,1,1
305,カップル 会う頻度,9200,50,1.647,24.892,34,66,13,55,19,6,5,1,1
306,ロッテワールド チケット,9100,50,1.746,-8.366,15,85,14,45,8,14,12,4,3
307,コンタクトつけたまま寝る,9100,50,1.746,-30.109,36,64,33,34,14,11,6,1,1
308,混合肌 スキンケア,9100,50,1.695,36.585,18,82,17,42,23,10,5,2,1
309,適正職業診断,9100,50,1.676,-11.451,24,76,20,42,20,10,6,1,1
310,古文単語,9000,50,1.791,54.102,43,57,67,10,2,9,8,2,2
311,首痛い,9000,50,1.748,-17.696,31,69,10,15,21,24,18,7,5
312,榊ネス,9000,50,1.727,-7.797,14,86,21,35,23,11,6,2,2
313,男友達 誕生日プレゼント,9000,50,1.679,-0.297,31,69,12,48,22,10,5,2,1
314,滑舌を良くする方法,9000,50,1.667,31.883,47,53,24,17,10,14,16,8,11
315,フィリコ,8900,50,1.743,50.338,39,61,9,39,23,14,9,4,2
316,躁鬱 周期,8900,50,1.676,-44.166,22,78,12,31,17,16,13,5,6
317,ニキビ跡 薬,8900,50,1.657,-21.953,27,73,13,33,23,18,10,2,1
318,bmi計算 女性,8800,50,1.772,-98.426,6,94,5,39,27,9,10,7,3
319,たまごっちカフェ,8800,50,1.768,-9.57,8,92,11,57,15,7,7,2,1
320,バルトリン腺,8800,50,1.742,2.695,33,67,2,16,19,25,17,10,11
321,リップピアス,8700,50,1.885,29.257,30,70,44,33,7,8,6,2,0
